0.000045,20
0.000056,14
0.000071,25
0.000089,30
0.000112,11
0.000141,8
0.000178,7
0.000224,27
0.000282,27
0.000355,10
0.000447,88
0.000562,5
0.000708,8
0.000891,86
0.001122,50
0.001413,70
0.001778,107
0.002239,87
0.002818,105
0.003548,769
0.004467,1151
0.005623,317
0.007079,924
0.008913,4338
0.011220,7720
0.014125,12788
0.017783,19000
0.022387,14634
0.028184,28513
0.035481,29253
