0.000045,17
0.000056,8
0.000071,14
0.000089,80
0.000112,67
0.000141,3
0.000178,4
0.000224,6
0.000282,6
0.000355,3
0.000447,20
0.000562,14
0.000708,5
0.000891,12
0.001122,7
0.001413,16
0.001778,42
0.002239,13
0.002818,67
0.003548,337
0.004467,488
0.005623,110
0.007079,418
0.008913,2638
0.011220,5961
